MA_100058g0010	AT4G32850
MA_107159g0010	AT2G32440
MA_107182g0010	AT2G07560
MA_107356g0010	AT3G23330
MA_10743g0010	AT1G04920
MA_107576g0010	AT3G28345
MA_107580g0020	AT3G19240
MA_107643g0010	AT5G47910
MA_107903g0010	AT2G30110
MA_108090g0010	AT4G21120
MA_108139g0010	AT4G13650
MA_10816g0010	AT3G01930
MA_108278g0010	AT5G13630
MA_108430g0010	AT5G09300
MA_108477g0010	AT2G39940
MA_10861g0010	AT5G52640
MA_108793g0010	AT1G59870
MA_10908g0010	AT3G53810
MA_109119g0010	AT1G65060
MA_109134g0010	AT1G11290
MA_10922g0010	AT1G20510
MA_109548g0010	AT2G40890
MA_110148g0010	AT3G51160
MA_110168g0010	AT1G68560
MA_110266g0010	AT1G11290
MA_11052g0010	AT3G47570
MA_110581g0010	AT5G53550
MA_11074g0010	AT3G57430
MA_110784g0010	AT1G18580
MA_110832g0010	AT4G12420
MA_110853g0010	AT5G51280
MA_110963g0010	AT1G42540
MA_111003g0010	AT1G49760
MA_111099g0010	AT3G28345
MA_111168g0010	AT4G02750
MA_111174g0010	AT2G46500
MA_11138g0010	AT5G08490
MA_111390g0010	AT5G49890
MA_111400g0010	AT2G24280
MA_11144g0010	AT1G02205
MA_11159g0010	AT5G18700
MA_111652g0010	AT5G22750
MA_11179g0010	AT5G08680
MA_111858g0010	AT1G17870
MA_112057g0010	AT1G52150
MA_112066g0010	AT4G13650
MA_11225g0010	AT2G38970
MA_112272g0010	AT5G39980
MA_112542g0010	AT3G48560
MA_112594g0010	AT2G22070
MA_112757g0010	AT3G16910
MA_112849g0010	AT4G13650
MA_112923g0010	AT1G79620
MA_11306g0010	AT2G41900
MA_113146g0010	AT3G53570
MA_113269g0010	AT1G64190
MA_113413g0020	AT1G11290
MA_113423g0010	AT4G02280
MA_113469g0010	AT1G61850
MA_11357g0010	AT4G13930
MA_113767g0010	AT1G28440
MA_113869g0010	AT1G18550
MA_114017g0010	AT3G28345
MA_114242g0010	AT4G18750
MA_114301g0010	AT3G59030
MA_114524g0010	AT3G13220
MA_11454g0010	AT2G27610
MA_114565g0020	AT5G16860
MA_114722g0010	AT1G11290
MA_114815g0010	AT2G46740
MA_114968g0020	AT5G41610
MA_11517g0010	AT4G02750
MA_115430g0010	AT2G29130
MA_115457g0010	AT1G31830
MA_115530g0010	AT4G39520
MA_115570g0010	AT1G30270
MA_115613g0010	AT1G78070
MA_115621g0010	AT4G30610
MA_115669g0020	AT4G18750
MA_115846g0010	AT1G09770
MA_115918g0010	AT3G20720
MA_116011g0010	AT1G09210
MA_116104g0010	AT2G39210
MA_116385g0010	AT4G34860
MA_116442g0010	AT2G27610
MA_11675g0010	AT3G09650
MA_11685g0010	AT5G64270
MA_116863g0010	AT2G45440
MA_11697g0010	AT1G43710
MA_11759g0010	AT4G13650
MA_117650g0010	AT1G11290
MA_11765g0010	AT1G11290
MA_117676g0010	AT4G02750
MA_117784g0010	AT3G47340
MA_118036g0010	AT1G03100
MA_118371g0010	AT3G13690
MA_118377g0010	AT1G48410
MA_118589g0010	AT3G59110
MA_118674g0010	AT5G15470
MA_118702g0010	AT2G30490
MA_118714g0010	AT1G11080
MA_118815g0010	AT2G34590
MA_118833g0010	AT5G60020
MA_118886g0010	AT2G22070
MA_11893g0010	AT2G27610
MA_119138g0010	AT3G47780
MA_119270g0010	AT5G37830
MA_119405g0010	AT2G02040
MA_119486g0010	AT5G10270
MA_119494g0010	AT4G00900
MA_119519g0010	AT4G37170
MA_11960g0010	AT3G11980
MA_119635g0010	AT1G68930
MA_11969g0010	AT4G24520
MA_12023g0010	AT4G02750
MA_120420g0020	AT4G16310
MA_120434g0010	AT5G55310
MA_120550g0010	AT5G65700
MA_12084g0010	AT1G03060
MA_120873g0010	AT2G19130
MA_120902g0010	AT5G03860
MA_120984g0010	AT1G30270
MA_121102g0010	AT4G02750
MA_121123g0010	AT1G77280
MA_121240g0010	AT4G26200
MA_121310g0010	AT1G19920
MA_121693g0010	AT5G49980
MA_121856g0010	AT1G15690
MA_12186g0010	AT5G47780
MA_12191g0010	AT5G56000
MA_12211g0010	AT3G12770
MA_122121g0010	AT4G00730
MA_12242g0010	AT1G04980
MA_12253g0010	AT5G47910
MA_122606g0010	AT4G02750
MA_122769g0010	AT5G05390
MA_12280g0010	AT2G29200
MA_122899g0010	AT3G57430
MA_12294g0010	AT5G41460
MA_123133g0010	AT5G67360
MA_123150g0010	AT1G69440
MA_123220g0010	AT3G53260
MA_123267g0010	AT2G46210
MA_123269g0010	AT4G02280
MA_123466g0010	AT1G11290
MA_123753g0010	AT3G12580
MA_124140g0010	AT5G49910
MA_12415g0010	AT5G01320
MA_124178g0010	AT1G43170
MA_124460g0010	AT5G17420
MA_124514g0010	AT3G23920
MA_12466g0020	AT4G34490
MA_12476g0010	AT1G80280
MA_1249g0010	AT1G79940
MA_12518g0010	AT4G39620
MA_125305g0010	AT1G15460
MA_125601g0010	AT1G30360
MA_125631g0010	AT1G09170
MA_125674g0010	AT5G22470
MA_12587g0010	AT2G25800
MA_126371g0010	AT5G40780
MA_126425g0010	AT5G16860
MA_126568g0010	AT5G64370
MA_126766g0010	AT4G25960
MA_127108g0010	AT4G11050
MA_12746g0010	AT1G69440
MA_127500g0010	AT5G46290
MA_127615g0010	AT1G20230
MA_127644g0010	AT2G33570
MA_12771g0010	AT5G53480
MA_127762g0010	AT4G02280
MA_127776g0010	AT1G72560
MA_127785g0010	AT2G03880
MA_127819g0010	AT5G01320
MA_128094g0010	AT1G02800
MA_128425g0010	AT4G02750
MA_128433g0010	AT4G02750
MA_128615g0010	AT3G21250
MA_128852g0010	AT2G30110
MA_12899g0010	AT3G19240
MA_129283g0010	AT4G17090
MA_129368g0010	AT1G55350
MA_129592g0010	AT3G02130
MA_12965g0010	AT1G15520
MA_129762g0010	AT4G27680
MA_129805g0010	AT4G39530
MA_129930g0010	AT4G26530
MA_129938g0010	AT2G23450
MA_12996g0010	AT5G19740
MA_12998g0010	AT2G46660
MA_13022g0010	AT2G13600
MA_130238g0010	AT1G72470
MA_130244g0010	AT1G12460
MA_13025g0010	AT3G02130
MA_130415g0010	AT4G30950
MA_130450g0010	AT4G34100
MA_130482g0010	AT2G30490
MA_130567g0010	AT1G30220
MA_13057g0010	AT4G33170
MA_130735g0010	AT4G13650
MA_130739g0010	AT5G47780
MA_130810g0010	AT5G26340
MA_130835g0010	AT1G79530
MA_130980g0010	AT4G22910
MA_131302g0010	AT4G31850
MA_131343g0010	AT3G22750
MA_131437g0010	AT3G49142
MA_131g0010	AT4G02750
MA_13240g0010	AT2G04305
MA_13240g0020	AT3G23990
MA_132413g0010	AT4G16370
MA_13257g0010	AT3G24660
MA_132704g0010	AT2G47900
MA_13282g0020	AT5G17330
MA_132857g0010	AT5G05390
MA_133192g0010	AT4G02750
MA_133272g0010	AT3G23890
MA_133401g0010	AT3G15990
MA_133607g0010	AT2G27210
MA_13363g0010	AT1G79000
MA_133659g0010	AT1G64660
MA_133920g0010	AT3G19540
MA_134166g0010	AT1G31810
MA_134292g0010	AT3G06860
MA_13436g0010	AT3G57880
MA_134706g0010	AT1G18550
MA_134886g0010	AT1G14780
MA_135063g0010	AT5G09810
MA_135075g0020	AT3G57430
MA_135152g0010	AT1G59870
MA_135287g0010	AT3G27740
MA_135299g0010	AT1G28440
MA_135648g0010	AT1G32450
MA_1356g0010	AT2G46750
MA_135861g0010	AT4G23850
MA_136021g0010	AT1G47670
MA_136151g0010	AT5G48380
MA_136157g0010	AT5G19420
MA_136188g0010	AT1G11290
MA_136282g0010	AT1G68400
MA_136326g0010	AT3G57430
MA_136390g0010	AT5G51560
MA_136449g0010	AT5G23190
MA_13648g0020	AT1G65440
MA_136498g0010	AT2G22070
MA_136671g0010	AT4G32850
MA_13697g0010	AT5G38640
MA_136989g0010	AT2G46570
MA_137324g0010	AT2G42520
MA_137325g0010	AT4G02750
MA_137345g0010	AT5G09970
MA_137771g0010	AT1G45000
MA_137874g0010	AT5G58300
MA_137887g0010	AT5G47750
MA_13796g0010	AT2G48010
MA_138036g0010	AT3G13080
MA_138102g0010	AT5G46280
MA_138190g0010	AT1G11290
MA_138205g0010	AT4G33270
MA_13829g0010	AT4G23560
MA_138486g0010	AT1G75450
MA_138618g0010	AT4G20140
MA_138621g0010	AT3G06720
MA_138676g0010	AT3G49170
MA_138689g0010	AT2G27610
MA_138810g0010	AT5G13650
MA_138834g0010	AT3G48000
MA_138894g0010	AT2G47000
MA_138917g0010	AT4G30110
MA_139026g0010	AT1G55510
MA_139086g0010	AT1G08450
MA_139163g0010	AT1G11290
MA_139546g0010	AT1G56290
MA_13968g0020	AT2G20370
MA_139754g0010	AT3G57520
MA_139797g0010	AT5G45820
MA_139857g0010	AT2G45440
MA_13998g0010	AT4G15420
MA_139996g0010	AT2G19130
MA_140124g0010	AT5G64570
MA_140137g0010	AT1G18010
MA_140161g0010	AT1G80570
MA_140208g0010	AT1G11290
MA_140259g0010	AT1G28440
MA_140260g0010	AT1G54130
MA_140292g0010	AT5G05580
MA_140410g0010	AT5G17420
MA_140415g0010	AT1G69040
MA_140507g0010	AT1G70710
MA_14051g0010	AT3G57520
MA_140553g0010	AT2G13600
MA_140585g0010	AT4G02350
MA_140591g0010	AT1G11290
MA_140610g0010	AT4G38600
MA_14068g0010	AT5G53460
MA_14076g0010	AT1G22930
MA_140902g0010	AT4G15560
MA_140985g0010	AT2G13600
MA_141034g0010	AT4G33170
MA_141118g0010	AT4G02750
MA_141331g0010	AT4G22130
MA_14136g0010	AT3G55320
MA_141445g0010	AT5G28840
MA_141619g0020	AT1G78130
MA_141665g0010	AT4G19120
MA_141731g0010	AT4G02750
MA_141759g0010	AT3G17390
MA_141855g0010	AT4G02750
MA_141g0010	AT1G47670
MA_142030g0010	AT2G15620
MA_14240g0010	AT5G60020
MA_142540g0010	AT1G52310
MA_14268g0010	AT3G01040
MA_14300g0010	AT5G09220
MA_14337g0010	AT5G06460
MA_14381g0010	AT3G12770
MA_14389g0010	AT2G21520
MA_14404g0010	AT5G47810
MA_14460g0010	AT1G20510
MA_145727g0010	AT3G23890
MA_14581g0010	AT3G29320
MA_14593g0010	AT3G45090
MA_14604g0010	AT4G02290
MA_14659g0010	AT4G02750
MA_14669g0010	AT1G58340
MA_14707g0010	AT2G30950
MA_14714g0010	AT3G04910
MA_14717g0010	AT5G05390
MA_147427g0010	AT1G01770
MA_14774g0010	AT2G28470
MA_1481g0010	AT1G30820
MA_1482g0010	AT3G23580
MA_14836g0010	AT3G62980
MA_14874g0010	AT3G10390
MA_148757g0010	AT3G20500
MA_14938g0010	AT2G22070
MA_149899g0010	AT5G65700
MA_150311g0010	AT2G13600
MA_150326g0010	AT2G13600
MA_15038g0010	AT2G02560
MA_15045g0010	AT5G51300
MA_15224g0010	AT3G60240
MA_15237g0010	AT4G34100
MA_153011g0010	AT3G24000
MA_153292g0010	AT3G10230
MA_15374g0010	AT2G32830
MA_15391g0010	AT3G26618
MA_15398g0010	AT4G19880
MA_153g0020	AT1G17420
MA_15508g0010	AT5G37600
MA_15546g0010	AT1G79620
MA_156127g0010	AT1G52310
MA_15614g0010	AT1G67900
MA_156405g0010	AT5G02860
MA_15650g0010	AT1G30360
MA_15670g0010	AT2G41540
MA_15713g0010	AT5G44635
MA_158002g0020	AT5G53370
MA_158067g0010	AT3G54190
MA_158173g0010	AT1G30360
MA_158189g0010	AT3G49160
MA_15820g0010	AT3G14420
MA_158513g0010	AT5G14640
MA_158529g0010	AT5G63930
MA_15852g0010	AT3G53260
MA_158556g0010	AT2G21790
MA_15889g0020	AT4G24620
MA_15906g0010	AT4G02750
MA_159115g0010	AT4G27600
MA_15947g0010	AT4G13750
MA_15951g0010	AT3G22400
MA_15954g0010	AT2G26710
MA_159836g0010	AT2G24130
MA_15991g0010	AT5G15050
MA_160280g0010	AT4G02410
MA_160402g0010	AT4G15415
MA_16057g0010	AT1G43190
MA_160636g0010	AT5G02500
MA_16080g0010	AT4G21990
MA_160810g0010	AT5G49460
MA_161013g0010	AT1G76160
MA_1610g0010	AT2G02010
MA_161133g0010	AT4G33070
MA_161278g0010	AT3G47090
MA_16152g0010	AT4G02290
MA_161721g0010	AT2G47500
MA_161903g0010	AT3G22400
MA_161913g0010	AT4G13650
MA_161971g0010	AT1G20160
MA_16226g0010	AT3G03580
MA_162469g0010	AT1G56120
MA_162630g0010	AT4G26850
MA_162652g0010	AT3G08900
MA_162831g0010	AT4G26200
MA_16307g0010	AT3G21720
MA_16314g0010	AT1G28440
MA_163177g0020	AT5G59900
MA_163282g0010	AT2G22070
MA_16339g0010	AT3G46790
MA_163650g0010	AT5G46280
MA_16402g0010	AT1G77760
MA_16407g0010	AT3G02050
MA_16421g0010	AT2G45540
MA_16441g0010	AT1G03010
MA_16444g0010	AT5G61550
MA_16445g0010	AT3G24550
MA_16457g0010	AT2G03880
MA_164615g0010	AT1G09970
MA_16474g0010	AT3G16560
MA_164980g0010	AT1G77460
MA_16536g0010	AT4G15080
MA_165442g0010	AT4G02750
MA_165784g0010	AT5G09220
MA_165833g0010	AT1G17500
MA_166096g0010	AT1G77460
MA_16612g0010	AT1G09970
MA_16624g0010	AT3G52880
MA_166367g0020	AT3G13790
MA_16653g0010	AT3G28715
MA_166600g0010	AT1G64190
MA_166667g0010	AT4G18700
MA_167141g0010	AT1G68570
MA_167620g0010	AT5G15410
MA_16777g0010	AT1G28130
MA_168077g0010	AT3G47090
MA_16823g0010	AT1G11290
MA_168292g0010	AT1G60710
MA_168635g0010	AT3G12770
MA_168754g0010	AT4G02420
MA_169071g0010	AT4G32520
MA_169091g0010	AT1G60560
MA_16917g0010	AT4G13650
MA_169264g0020	AT1G17500
MA_1692g0010	AT3G57880
MA_169356g0010	AT3G10630
MA_16962g0010	AT4G18750
MA_16984g0010	AT3G04910
MA_170004g0010	AT5G05390
MA_17005g0010	AT4G37770
MA_170275g0010	AT1G58340
MA_170438g0010	AT4G02420
MA_170499g0010	AT5G65380
MA_170509g0020	AT3G01420
MA_170555g0030	AT4G02750
MA_17061g0010	AT5G61960
MA_170647g0010	AT1G56120
MA_170670g0010	AT3G19930
MA_17088g0010	AT3G50530
MA_170g0010	AT1G55610
MA_171056g0010	AT2G32390
MA_171296g0010	AT2G23520
MA_171402g0010	AT5G48380
MA_171460g0010	AT5G46070
MA_17181g0010	AT5G40200
MA_172077g0010	AT2G16640
MA_172215g0010	AT1G68400
MA_17305g0010	AT2G20300
MA_17319g0020	AT1G15520
MA_173589g0010	AT4G02420
MA_173695g0010	AT5G21482
MA_173812g0010	AT3G59530
MA_173991g0010	AT2G13600
MA_174181g0010	AT5G05170
MA_174226g0010	AT2G27610
MA_17425g0010	AT5G03280
MA_174294g0010	AT3G46440
MA_174556g0010	AT3G16200
MA_174750g0010	AT1G01540
MA_174842g0010	AT1G34130
MA_17503g0010	AT1G75660
MA_17513g0010	AT2G46760
MA_175476g0010	AT1G20920
MA_175623g0010	AT2G03880
MA_175688g0010	AT3G23330
MA_175700g0010	AT4G02750
MA_17586g0010	AT5G39400
MA_175873g0010	AT5G54250
MA_175913g0010	AT1G60710
MA_17683g0010	AT5G18170
MA_17691g0010	AT1G79620
MA_177039g0010	AT5G07280
MA_17704g0010	AT3G03740
MA_17708g0010	AT3G04910
MA_177186g0010	AT3G55160
MA_177230g0010	AT2G22070
MA_1773g0010	AT1G61040
MA_177435g0010	AT5G16860
MA_177540g0010	AT4G02750
MA_177756g0010	AT3G13772
MA_17801g0020	AT1G75220
MA_17817g0010	AT4G29010
MA_178429g0010	AT4G02750
MA_17859g0010	AT3G51740
MA_17910g0010	AT2G39770
MA_179279g0010	AT3G24480
MA_1793g0010	AT3G54220
MA_17940g0010	AT4G28650
MA_17949g0010	AT3G57430
MA_17966g0010	AT1G31690
MA_1796g0010	AT1G72280
MA_17978g0010	AT3G19240
MA_179801g0020	AT4G02750
MA_179960g0010	AT3G14240
MA_180044g0010	AT2G47000
MA_180169g0010	AT2G22610
MA_180258g0010	AT5G26710
MA_180788g0010	AT4G30610
MA_18142g0010	AT2G13360
MA_181498g0010	AT3G55550
MA_181514g0010	AT2G27610
MA_181586g0010	AT2G42520
MA_18165g0010	AT3G12770
MA_181716g0010	AT3G12770
MA_181748g0010	AT5G47720
MA_181770g0010	AT5G49660
MA_18178g0010	AT5G46630
MA_181928g0010	AT4G37250
MA_182289g0010	AT5G64570
MA_18234g0010	AT3G54220
MA_18240g0010	AT5G67360
MA_18241g0010	AT1G70060
MA_18245g0010	AT3G14240
MA_182478g0010	AT1G26190
MA_1824g0020	AT3G28380
MA_18260g0010	AT4G24740
MA_1829g0010	AT3G20330
MA_183130g0010	AT5G44030
MA_18317g0010	AT5G20250
MA_18326g0010	AT4G12290
MA_183278g0010	AT3G12770
MA_18330g0010	AT1G58440
MA_183426g0010	AT1G76690
MA_183738g0010	AT3G12770
MA_18383g0010	AT1G11290
MA_183913g0010	AT1G08200
MA_184054g0010	AT3G22400
MA_184104g0010	AT2G22070
MA_184192g0010	AT1G50010
MA_184645g0010	AT5G23720
MA_184924g0010	AT3G55740
MA_18496g0010	AT3G48610
MA_18507g0010	AT1G31770
MA_185098g0010	AT3G49170
MA_185116g0020	AT5G39840
MA_185257g0010	AT5G05390
MA_18543g0010	AT5G12180
MA_185611g0010	AT5G04140
MA_18588g0010	AT3G18190
MA_18602g0020	AT1G28440
MA_18615g0020	AT1G64110
MA_18641g0020	AT5G09300
MA_18674g0010	AT1G64060
MA_18697g0010	AT3G24240
MA_18703g0010	AT3G03940
MA_187092g0010	AT3G53950
MA_18731g0010	AT1G28440
MA_187514g0010	AT1G11290
MA_18770g0010	AT1G15520
MA_188257g0010	AT1G06430
MA_18829g0010	AT5G61840
MA_18853g0010	AT4G03430
MA_18863g0010	AT2G47000
MA_18870g0010	AT4G24290
MA_18892g0010	AT2G43020
MA_189017g0010	AT5G61790
MA_189553g0010	AT3G23330
MA_189742g0010	AT1G74470
MA_1897g0010	AT3G14050
MA_19015g0010	AT1G55150
MA_19018g0010	AT5G21105
MA_1913g0010	AT5G07280
MA_19146g0010	AT3G12770
MA_1914g0020	AT2G24820
MA_1921g0010	AT3G10390
MA_19229g0010	AT4G12910
MA_192464g0010	AT5G05390
MA_192698g0010	AT5G05390
MA_19290g0010	AT1G76140
MA_193080g0010	AT1G11290
MA_19316g0010	AT1G10940
MA_193313g0010	AT1G65660
MA_193431g0010	AT5G66190
MA_19370g0010	AT5G62670
MA_19379g0010	AT5G25930
MA_19380g0010	AT3G07050
MA_19406g0010	AT3G25230
MA_19509g0020	AT1G64390
MA_19520g0020	AT1G52150
MA_1954g0010	AT3G13920
MA_19557g0020	AT3G51895
MA_19566g0010	AT5G09300
MA_19601g0010	AT3G51895
MA_19607g0010	AT1G07360
MA_19627g0010	AT1G76490
MA_19643g0010	AT5G05390
MA_1964g0010	AT5G09810
MA_19672g0010	AT2G40980
MA_19715g0020	AT2G13600
MA_197257g0010	AT2G22070
MA_197296g0010	AT3G17390
MA_19762g0010	AT5G15740
MA_19794g0010	AT5G61480
MA_19827g0010	AT5G61790
MA_19860g0010	AT3G12580
MA_19913g0010	AT5G08390
MA_19916g0010	AT4G12700
MA_19942g0010	AT3G24660
MA_19979g0010	AT2G45340
MA_20016g0010	AT3G25560
MA_20049g0010	AT1G55860
MA_201039g0010	AT5G14950
MA_20110g0010	AT3G11830
MA_20115g0030	AT4G35870
MA_201242g0020	AT3G16010
MA_201315g0010	AT4G00900
MA_20138g0010	AT3G43300
MA_20168g0010	AT3G26782
MA_2017g0010	AT5G53370
MA_20205g0020	AT5G46570
MA_20227g0010	AT1G80280
MA_20230g0010	AT3G14270
MA_20231g0010	AT5G03240
MA_202506g0010	AT4G32300
MA_20254g0010	AT2G41370
MA_20260g0010	AT1G04510
MA_20276g0010	AT1G07670
MA_20288g0010	AT4G32140
MA_20298g0010	AT1G71040
MA_203704g0010	AT3G12120
MA_20378g0010	AT1G54560
MA_203992g0010	AT4G13710
MA_205016g0010	AT5G60020
MA_20530g0010	AT4G11050
MA_20538g0020	AT3G03770
MA_20544g0010	AT5G57460
MA_20551g0010	AT3G12120
MA_20563g0010	AT3G60860
MA_20565g0010	AT3G30841
MA_20572g0010	AT5G14230
MA_20580g0050	AT1G20510
MA_205823g0010	AT1G35710
MA_20585g0020	AT4G02750
MA_20596g0020	AT2G05170
MA_20622g0010	AT4G13650
MA_20746g0010	AT1G11290
MA_20764g0010	AT5G13930
MA_20782g0010	AT2G27610
MA_207871g0010	AT1G11290
MA_207936g0010	AT2G39210
MA_208203g0010	AT4G05190
MA_208475g0010	AT5G05390
MA_20853g0010	AT5G19730
MA_20899g0020	AT3G57430
MA_20909g0010	AT3G48560
MA_210084g0010	AT3G58610
MA_210304g0010	AT3G24503
MA_210464g0010	AT3G63520
MA_210555g0010	AT1G32060
MA_210823g0010	AT4G37170
MA_211175g0010	AT2G04160
MA_2111g0010	AT3G10550
MA_21130g0010	AT1G74310
MA_21256g0010	AT3G20050
MA_21316g0010	AT2G30210
MA_21335g0010	AT1G63440
MA_213397g0020	AT5G05390
MA_2133g0010	AT5G10200
MA_21580g0010	AT3G49730
MA_216572g0010	AT1G02800
MA_216719g0010	AT1G28440
MA_217423g0010	AT2G06510
MA_217446g0010	AT2G26870
MA_217488g0010	AT2G28470
MA_21765g0010	AT3G51550
MA_218203g0010	AT3G48990
MA_218308g0010	AT1G04610
MA_218488g0010	AT5G41770
MA_218975g0010	AT4G13420
MA_22044g0010	AT2G02040
MA_2208g0010	AT4G34940
MA_22179g0010	AT4G02750
MA_2237g0020	AT4G30080
MA_22485g0010	AT3G46790
MA_22510g0010	AT2G15620
MA_226001g0010	AT2G38290
MA_22632g0010	AT5G25880
MA_22787g0010	AT4G02420
MA_2284g0010	AT3G26935
MA_230138g0010	AT4G31480
MA_230261g0010	AT4G13650
MA_230579g0020	AT5G12250
MA_23070g0010	AT2G29200
MA_23144g0010	AT2G13600
MA_2314g0010	AT5G63190
MA_2328g0010	AT3G49600
MA_233121g0010	AT3G15990
MA_23460g0010	AT4G20740
MA_237076g0010	AT1G20230
MA_24024g0020	AT4G12910
MA_240476g0010	AT5G02500
MA_24116g0010	AT1G32450
MA_2421g0010	AT4G30080
MA_2427g0010	AT2G33540
MA_2434g0010	AT5G44180
MA_24390g0010	AT1G74360
MA_244561g0010	AT2G13600
MA_24476g0010	AT5G46290
MA_24634g0010	AT2G25320
MA_24651g0010	AT1G31830
MA_246892g0010	AT3G26370
MA_247226g0010	AT3G04240
MA_2473g0010	AT3G12770
MA_2478g0010	AT4G27070
MA_24849g0010	AT4G02750
MA_25045g0010	AT5G40780
MA_25086g0010	AT5G61480
MA_251404g0010	AT5G12250
MA_2514g0010	AT2G24230
MA_2516g0010	AT2G03890
MA_25177g0010	AT1G07970
MA_251785g0010	AT5G25930
MA_252238g0010	AT2G27610
MA_25374g0020	AT4G15415
MA_25515g0010	AT4G13650
MA_25584g0010	AT4G18750
MA_25596g0010	AT2G24280
MA_255g0010	AT5G03300
MA_25729g0010	AT2G22070
MA_258707g0010	AT4G27720
MA_25928g0010	AT3G10390
MA_25943g0010	AT5G17330
MA_26195g0020	AT5G49890
MA_263724g0010	AT1G65070
MA_26383g0010	AT3G06720
MA_264606g0010	AT5G09810
MA_264891g0020	AT3G55550
MA_265921g0010	AT1G11290
MA_2674g0010	AT1G58340
MA_270699g0010	AT5G03340
MA_27138g0010	AT5G09950
MA_27147g0010	AT3G49170
MA_271639g0010	AT4G02750
MA_27253g0010	AT4G02280
MA_273360g0010	AT1G50010
MA_27343g0010	AT4G11160
MA_27352g0010	AT3G17810
MA_27456g0030	AT3G57150
MA_275584g0010	AT3G53700
MA_27593g0010	AT4G02410
MA_27726g0010	AT1G15510
MA_27769g0010	AT2G46500
MA_2788g0010	AT2G33570
MA_27970g0010	AT4G16370
MA_28035g0010	AT5G60770
MA_280506g0010	AT4G10770
MA_28051g0010	AT1G11290
MA_2805g0010	AT2G03820
MA_28209g0010	AT1G30620
MA_2821g0010	AT2G16250
MA_28222g0010	AT5G07990
MA_283144g0010	AT5G46580
MA_28390g0010	AT4G02750
MA_28507g0010	AT2G44900
MA_285695g0010	AT4G14330
MA_28607g0010	AT4G02750
MA_286190g0010	AT4G21300
MA_28768g0010	AT2G38080
MA_28794g0010	AT5G15870
MA_28828g0010	AT5G56190
MA_289g0020	AT1G76810
MA_29033g0010	AT2G22070
MA_290877g0010	AT5G26340
MA_29137g0010	AT5G60790
MA_291996g0010	AT1G11290
MA_29241g0010	AT2G40810
MA_29271g0010	AT1G12910
MA_293226g0010	AT2G47000
MA_29431g0010	AT3G16890
MA_295001g0010	AT4G19230
MA_295355g0010	AT1G23010
MA_296059g0020	AT4G02750
MA_2984g0010	AT4G02750
MA_2991g0010	AT2G27610
MA_299481g0010	AT5G39710
MA_300697g0010	AT4G01810
MA_301324g0010	AT5G12010
MA_30141g0010	AT1G15460
MA_302333g0010	AT5G55840
MA_302947g0010	AT3G54540
MA_3037g0010	AT1G69420
MA_30381g0010	AT1G77120
MA_30391g0010	AT3G48820
MA_30402g0010	AT5G54770
MA_30471g0010	AT5G04500
MA_30487g0010	AT2G32730
MA_30531g0010	AT5G13420
MA_305431g0010	AT1G73360
MA_305950g0010	AT4G02750
MA_30632g0020	AT4G02750
MA_309409g0010	AT2G26250
MA_30949g0010	AT3G57430
MA_31070g0010	AT5G09970
MA_31115g0010	AT5G51070
MA_31170g0010	AT1G11290
MA_31482g0010	AT5G53180
MA_315124g0010	AT5G67360
MA_31569g0020	AT5G14640
MA_31624g0010	AT1G31280
MA_31668g0010	AT3G30180
MA_31778g0010	AT5G21482
MA_318090g0010	AT1G52780
MA_318389g0010	AT4G02750
MA_318998g0010	AT1G13130
MA_3193g0010	AT4G17090
MA_319g0010	AT4G02280
MA_319g0020	AT4G02280
MA_322292g0010	AT4G18750
MA_323184g0010	AT2G39210
MA_32338g0010	AT1G10840
MA_32388g0010	AT1G73080
MA_3245g0010	AT5G57020
MA_33057g0010	AT5G03260
MA_330807g0010	AT3G06170
MA_3312g0010	AT3G57300
MA_33148g0010	AT4G33210
MA_33151g0010	AT1G18485
MA_3317g0020	AT4G13650
MA_33288g0010	AT5G05390
MA_334549g0010	AT1G71870
MA_33469g0010	AT1G15750
MA_33567g0010	AT5G46290
MA_33582g0010	AT1G68740
MA_33854g0010	AT4G02750
MA_340073g0020	AT4G02750
MA_34232g0010	AT3G04120
MA_343126g0010	AT3G22890
MA_34351g0010	AT3G12580
MA_3437g0010	AT3G28345
MA_34468g0010	AT3G62310
MA_3449g0010	AT2G22070
MA_34588g0010	AT3G06720
MA_3462g0010	AT3G13770
MA_34668g0020	AT5G10200
MA_346919g0010	AT5G03860
MA_3471g0010	AT4G13650
MA_34778g0010	AT5G53480
MA_34795g0010	AT4G32551
MA_34972g0010	AT5G18190
MA_3501g0020	AT3G22400
MA_350239g0010	AT1G23210
MA_3502g0010	AT2G22070
MA_3509g0010	AT3G20500
MA_354248g0010	AT3G49220
MA_35442g0010	AT2G13600
MA_35466g0010	AT4G17090
MA_35561g0010	AT5G17920
MA_35620g0010	AT3G07890
MA_356467g0010	AT1G26560
MA_357447g0010	AT2G19130
MA_35889g0010	AT1G11290
MA_3590g0010	AT3G01650
MA_35999g0010	AT1G62660
MA_36115g0010	AT3G28040
MA_36123g0010	AT1G29880
MA_3612g0010	AT1G11290
MA_36178g0010	AT3G59350
MA_363692g0010	AT2G17370
MA_36396g0010	AT4G05420
MA_366260g0010	AT3G54700
MA_36643g0010	AT3G03580
MA_36655g0010	AT4G39530
MA_36703g0010	AT5G63960
MA_371071g0010	AT5G03240
MA_3719g0010	AT3G58050
MA_371g0020	AT5G35160
